Species,Longitude,Latitude,log_rarefied_abundance,Ann_mean_temp,Mean_diurnal_range,temp_seasonality,Max_temp,Min_temp,temp_annual_range,Annual_precip,wettest_month,driest_month,Precip_seasonality
Etheostoma_olmstedi,-80.8601,33.8407,0.778151,17.5,13.1,707.7,33.3,1.1,32.2,1169,136,64,22
Etheostoma_olmstedi,-77.1661,36.7704,0.778151,14.6,12.9,779.1,31.6,-2.8,34.4,1152,125,76,15
Etheostoma_olmstedi,-77.8247,39.7164,0.778151,11.3,12.3,875.9,30.2,-6.6,36.8,980,98,64,12
Etheostoma_olmstedi,-77.3775,39.3879,0.778151,11.9,12.4,863.4,30.4,-6,36.4,965,93,64,12
Etheostoma_olmstedi,-76.1716,40.4134,0.778151,10.3,11.6,886.4,28.9,-7.7,36.6,1118,111,70,13
Etheostoma_olmstedi,-75.6013,40.1515,0.778151,11.2,11.3,877,29.3,-6.6,35.9,1117,111,73,12
Etheostoma_olmstedi,-74.6502,40.4146,0.845098,11.2,11.8,867.5,29.8,-6.3,36.1,1163,125,73,14
Etheostoma_olmstedi,-77.5827,35.4291,0.845098,15.8,13,719.1,31.7,-0.6,32.3,1261,150,73,23
Etheostoma_olmstedi,-74.9521,41.1068,0.845098,9.2,12.8,890,28.6,-9.4,38,1123,107,71,12
Etheostoma_olmstedi,-76.4758,39.8076,0.845098,11.4,11.2,874.6,29.3,-6.3,35.6,1064,105,68,12
Etheostoma_olmstedi,-77.5047,35.6877,0.90309,15.7,13.1,736.5,31.9,-1.1,33,1216,140,72,20
Etheostoma_olmstedi,-71.7912,42.4109,0.90309,8.3,12,912.8,27.3,-10.8,38.1,1164,113,88,6
Etheostoma_olmstedi,-74.571,40.954,0.90309,8.7,11.9,877.4,27.3,-9.5,36.8,1270,121,82,11
Etheostoma_olmstedi,-74.1043,41.3668,0.954243,9.7,11.3,905.2,28.6,-8.3,36.9,1166,108,77,9
Etheostoma_olmstedi,-75.2591,39.7407,0.954243,12.5,10.7,873.2,30.4,-4.7,35.1,1101,109,74,11
Etheostoma_olmstedi,-73.889,40.9373,0.954243,11.5,9.8,876.5,29.2,-5.4,34.6,1171,109,80,9
Etheostoma_olmstedi,-74.2979,40.9987,0.954243,10.5,11.8,884.7,29.2,-7.6,36.8,1226,117,80,10
Etheostoma_olmstedi,-73.729,42.2151,0.954243,8.9,12.7,934.7,29,-10.6,39.6,1022,100,64,12
Etheostoma_olmstedi,-78.3525,35.3143,1,15.9,12.8,730.1,31.7,-0.8,32.5,1213,151,75,21
Etheostoma_olmstedi,-77.5855,35.2582,1,16,13.1,708.9,31.7,-0.4,32.1,1287,160,73,25
Etheostoma_olmstedi,-80.6998,33.3788,1,17.9,13.3,675.2,33.2,1.6,31.6,1210,140,60,24
Etheostoma_olmstedi,-74.6818,40.3332,1.079181,11.3,11.5,863.2,29.7,-6.1,35.8,1159,126,74,14
Etheostoma_olmstedi,-77.533,35.894,1.113943,15.4,13.2,746.3,32,-1.5,33.5,1177,131,72,18
Etheostoma_olmstedi,-75.0213,39.9032,1.146128,12.2,11.1,861.7,30.2,-4.8,35,1131,115,74,12
Etheostoma_olmstedi,-75.1196,40.2293,1.146128,11.4,11.1,875.7,29.7,-5.9,35.6,1150,116,73,13
Etheostoma_olmstedi,-73.3771,42.9387,1.176091,8.1,12.7,961.1,28.6,-12.2,40.8,962,103,54,17
Etheostoma_olmstedi,-77.2283,38.8129,1.255273,12.8,11.8,850.5,30.4,-4.7,35.1,1010,102,70,11
Etheostoma_olmstedi,-78.2383,36.201,1.278754,14.5,13.7,764.2,31.8,-2.8,34.6,1139,118,80,13
Etheostoma_olmstedi,-77.7941,35.2746,1.30103,16.1,12.6,722.1,31.8,-0.2,32,1271,164,74,25
Etheostoma_olmstedi,-74.5079,40.5851,1.30103,11,12,870.4,29.9,-6.7,36.6,1186,123,74,13
Etheostoma_olmstedi,-77.0252,36.2885,1.322219,15,12.7,748.3,31.3,-1.9,33.2,1197,134,73,18
Etheostoma_olmstedi,-73.5285,41.659,1.322219,9.2,12.4,899.9,28.4,-9.7,38.1,1126,104,76,9
Etheostoma_olmstedi,-77.088,36.326,1.322219,14.9,12.8,750.8,31.3,-2,33.3,1186,132,73,17
Etheostoma_olmstedi,-74.5288,40.6801,1.380211,10.4,12.2,871.2,29.2,-7.6,36.8,1230,123,77,12
Etheostoma_olmstedi,-77.9489,35.5115,1.414973,15.8,12.7,734.4,31.9,-0.7,32.6,1210,147,75,22
Etheostoma_olmstedi,-74.0904,40.9851,1.518514,11.1,10.8,883.7,29.4,-6.4,35.8,1204,115,79,11
Etheostoma_olmstedi,-71.1767,41.9476,1.60206,9.7,11.2,860.7,28,-7.8,35.8,1187,118,85,9
Etheostoma_olmstedi,-74.9688,40.6476,1.623249,10.3,12.5,875.6,29.4,-7.6,37,1193,118,76,11
Etheostoma_olmstedi,-74.1368,41.0257,1.662758,10.6,11.1,884.2,29,-7.1,36.1,1234,119,81,11
Etheostoma_olmstedi,-74.8279,40.4718,1.672098,11,12.1,874.7,30,-6.7,36.7,1169,122,73,13
Etheostoma_olmstedi,-72.5873,41.7832,1.908485,9.7,11.8,896.7,28.8,-8.5,37.3,1148,105,80,7
Fundulus_olivaceus,-86.2733,33.2118,0,16.5,14,708.8,32.5,-0.6,33.1,1431,170,76,20
Fundulus_olivaceus,-86.3536,32.1529,0.477121,18.1,12.8,687.6,33,2,31,1338,158,65,20
Fundulus_olivaceus,-86.3997,34.7093,0,15.3,13.2,767.8,32.2,-1.9,34.1,1407,163,81,19
Fundulus_olivaceus,-86.4467,34.7493,0,15.3,13.2,769.4,32,-2.1,34.1,1410,163,82,18
Fundulus_olivaceus,-86.5842,34.9023,0,14.9,13.1,776.1,31.7,-2.5,34.2,1419,163,86,18
Fundulus_olivaceus,-86.7486,34.9162,0.477121,14.9,13.1,777.3,31.7,-2.6,34.3,1428,164,87,18
Fundulus_olivaceus,-86.7594,33.3448,0.954243,16.8,13.2,727.5,32.8,-0.2,33,1424,161,76,18
Fundulus_olivaceus,-86.7864,34.9018,0,14.9,13.1,775.7,31.7,-2.6,34.3,1425,164,87,18
Fundulus_olivaceus,-86.8247,33.2384,0,16.8,13.3,724.1,32.8,-0.2,33,1447,164,76,19
Fundulus_olivaceus,-86.8897,34.7884,0,15.2,13,775.6,31.9,-2.4,34.3,1426,165,86,18
Fundulus_olivaceus,-86.9292,33.3807,0.778151,16.5,13,733.8,32.6,-0.4,33,1452,162,79,18
Fundulus_olivaceus,-87.0192,33.3637,0.60206,16.6,13.2,728.5,32.7,-0.4,33.1,1466,165,79,18
Fundulus_olivaceus,-87.0731,34.7523,0.845098,15.3,13.2,775,32.1,-2.2,34.3,1420,164,86,18
Fundulus_olivaceus,-87.2831,34.5387,0.477121,15.6,13.2,770.6,32.4,-1.8,34.2,1432,163,85,18
Fundulus_olivaceus,-87.3434,34.5598,0.477121,15.6,13.2,771.6,32.3,-1.9,34.2,1433,163,85,18
Fundulus_olivaceus,-87.5297,34.5593,0,15.5,13.4,772.6,32.3,-2,34.3,1418,161,82,19
Fundulus_olivaceus,-87.5931,35.1759,0,14.6,13.7,777.7,31.8,-3.1,34.9,1429,158,84,18
Fundulus_olivaceus,-87.665,35.404,0,14.3,14.2,780.9,31.7,-3.7,35.4,1431,153,84,17
Fundulus_olivaceus,-87.7234,36.2092,0.30103,14,13.7,823.9,31.7,-4.7,36.4,1354,143,80,15
Fundulus_olivaceus,-87.7734,35.4304,0,14.2,14.2,785.7,31.7,-3.8,35.5,1435,152,83,18
Fundulus_olivaceus,-89.2467,35.0326,0.30103,15.5,12.6,785.6,32.2,-2.1,34.3,1380,142,79,19
Fundulus_olivaceus,-89.3478,33.9736,0.30103,16.6,13.4,746.4,33,-0.8,33.8,1421,152,75,21
Fundulus_olivaceus,-89.3501,36.7501,0,14.3,11.7,888.6,32.4,-4.5,36.9,1243,132,77,17
Fundulus_olivaceus,-89.5501,36.9334,0.60206,14.1,11.9,903.8,32.6,-4.9,37.5,1212,131,75,17
Fundulus_olivaceus,-89.6701,36.5556,0.69897,14.6,11.7,890.4,32.9,-4.1,37,1225,131,76,18
Fundulus_olivaceus,-90.0001,36.3167,0.845098,14.8,12,882.8,33.2,-3.8,37,1238,132,74,18
Fundulus_olivaceus,-90.1695,30.4946,1.20412,19.1,12.6,617.2,33,3.7,29.3,1580,163,80,15
Fundulus_olivaceus,-90.4323,35.8212,0.477121,15.6,11.6,858.5,33.3,-2.6,35.9,1244,133,77,20
Fundulus_olivaceus,-90.8457,34.5557,0,16.1,12,823,33,-1.9,34.9,1320,138,74,20
Fundulus_olivaceus,-90.8862,34.9723,0.60206,16,12,825.1,33.2,-2,35.2,1282,138,81,20
Fundulus_olivaceus,-90.9001,35.0334,0.90309,16.1,12.1,828,33.3,-1.9,35.2,1274,137,81,20
Fundulus_olivaceus,-91.0835,35.8167,0,15.7,12.6,855.9,34.1,-2.7,36.8,1219,130,79,18
Fundulus_olivaceus,-91.1104,35.252,0.477121,16.1,12.2,832.5,33.7,-1.9,35.6,1257,132,80,20
Fundulus_olivaceus,-91.2826,34.3168,0.30103,16.6,11.9,806.9,33.4,-1.2,34.6,1286,136,72,19
Fundulus_olivaceus,-91.3668,32.4321,0,17.9,12.3,730.4,33.5,1.2,32.3,1409,155,77,22
Fundulus_olivaceus,-92.2127,35.9954,0.477121,14.5,14.4,839.3,33.5,-5,38.5,1174,127,64,18
Fundulus_olivaceus,-92.8932,30.6988,1.146128,19.2,12.4,651.1,33.5,3.2,30.3,1545,168,105,13
Fundulus_olivaceus,-93.3566,36.454,0,13.9,13.6,844.9,32.5,-5.4,37.9,1107,125,53,21
Fundulus_olivaceus,-94.7224,30.4613,0.477121,19.2,13,648.4,34.2,3.2,31,1325,142,88,15
Lepistoseus_oculatus,-86.4467,34.7493,0,15.3,13.2,769.4,32,-2.1,34.1,1410,163,82,18
Lepistoseus_oculatus,-87.355,33.4568,0.30103,16.6,13.6,742.4,32.9,-0.7,33.6,1456,166,86,19
Lepistoseus_oculatus,-87.5125,31.5468,0.30103,18.1,13.9,664.8,33.2,1.5,31.7,1514,173,72,20
Lepistoseus_oculatus,-87.55,38.4903,0,9.7,10.9,991.4,29,-10.2,39.2,961,106,37,27
Lepistoseus_oculatus,-89.1167,36.6501,0.30103,14.4,11.9,871.8,32.4,-4.1,36.5,1279,129,80,15
Lepistoseus_oculatus,-89.2467,35.0326,0,15.5,12.6,785.6,32.2,-2.1,34.3,1380,142,79,19
Lepistoseus_oculatus,-89.3478,33.9736,0.30103,16.6,13.4,746.4,33,-0.8,33.8,1421,152,75,21
Lepistoseus_oculatus,-89.5001,36.1501,0.30103,15,11.5,861,32.5,-3.1,35.6,1268,128,76,17
Lepistoseus_oculatus,-90.0001,36.3167,0,14.8,12,882.8,33.2,-3.8,37,1238,132,74,18
Lepistoseus_oculatus,-90.2668,34.2501,0,16.5,12.3,789,33.3,-0.6,33.9,1372,141,76,20
Lepistoseus_oculatus,-90.4015,33.6404,0.845098,17.3,12,780.1,33.7,0.2,33.5,1392,149,70,22
Lepistoseus_oculatus,-90.4682,35.3748,0.30103,16,11.6,844,33.3,-2.2,35.5,1254,131,78,20
Lepistoseus_oculatus,-90.5668,35.3668,0.845098,16,11.8,844.1,33.4,-2.2,35.6,1252,132,79,20
Lepistoseus_oculatus,-90.6834,32.8668,0.477121,17.6,12.4,742.5,33.3,0.7,32.6,1384,152,74,22
Lepistoseus_oculatus,-90.7668,32.9668,0.60206,17.5,12.4,752.6,33.4,0.5,32.9,1378,151,72,22
Lepistoseus_oculatus,-90.845,33.3969,0.477121,17.3,11.8,776.4,33.4,0.3,33.1,1344,141,67,21
Lepistoseus_oculatus,-90.8457,34.5557,0.477121,16.1,12,823,33,-1.9,34.9,1320,138,74,20
Lepistoseus_oculatus,-90.8465,33.1498,0.477121,17.5,12.1,764.3,33.5,0.4,33.1,1364,146,70,22
Lepistoseus_oculatus,-90.8862,34.9723,0.60206,16,12,825.1,33.2,-2,35.2,1282,138,81,20
Lepistoseus_oculatus,-90.9001,35.0334,0.30103,16.1,12.1,828,33.3,-1.9,35.2,1274,137,81,20
Lepistoseus_oculatus,-90.9335,35.8579,0,15.7,12.3,855.5,33.9,-2.3,36.2,1211,129,76,18
Lepistoseus_oculatus,-91.0835,35.8167,0.778151,15.7,12.6,855.9,34.1,-2.7,36.8,1219,130,79,18
Lepistoseus_oculatus,-91.1104,35.252,0.60206,16.1,12.2,832.5,33.7,-1.9,35.6,1257,132,80,20
Lepistoseus_oculatus,-91.2834,33.5334,0,17.1,12.3,776.2,33.6,-0.1,33.7,1335,140,71,20
Lepistoseus_oculatus,-91.3221,35.0354,0.60206,16.1,12,826.6,33.5,-1.8,35.3,1270,134,80,20
Lepistoseus_oculatus,-91.3668,32.4321,0.845098,17.9,12.3,730.4,33.5,1.2,32.3,1409,155,77,22
Lepistoseus_oculatus,-91.4404,32.9737,0.69897,17.5,12.3,757.3,33.5,0.3,33.2,1391,150,76,20
Lepistoseus_oculatus,-91.5168,34.2001,0,16.9,11.9,792.9,33.6,-0.4,34,1281,135,75,18
Lepistoseus_oculatus,-91.6835,32.2002,0.30103,18.2,12.5,711.6,33.8,2,31.8,1390,147,80,20
Lepistoseus_oculatus,-92.8783,30.0722,0.778151,19.8,10.6,627.4,32.8,5.1,27.7,1473,158,95,15
Lepistoseus_oculatus,-94.7224,30.4613,0,19.2,13,648.4,34.2,3.2,31,1325,142,88,15
Lepistoseus_oculatus,-94.8502,30.4252,1.113943,19.4,12.9,655.5,34.4,3.2,31.2,1306,141,87,16
Lepistoseus_oculatus,-95.6558,31.3391,0.30103,19,13.1,714.6,35.4,1.7,33.7,1052,114,58,17
Lepistoseus_oculatus,-96.4628,32.4265,0.477121,18.5,12.9,776.4,35.7,0.4,35.3,943,128,46,28
Lepistoseus_oculatus,-96.7364,32.7071,0.69897,18.7,12.3,788.7,35.6,0.7,34.9,921,130,49,30
Lepistoseus_oculatus,-99.7045,29.4891,0,19.9,13.5,671.1,35,2.4,32.6,635,82,28,38
Lepistoseus_osseus,-90.8962,40.3303,0,10.8,11.8,1010.9,30.7,-10,40.7,928,109,34,32
Lepistoseus_osseus,-89.6062,40.4542,0,10.9,11.6,1005.9,30.5,-9.4,39.9,925,100,39,27
Lepistoseus_osseus,-87.1392,32.9451,0,17.4,12.9,706.3,32.8,0.8,32,1426,156,76,18
Lepistoseus_osseus,-98.3836,29.8599,0,19.5,12.8,672.9,34.8,2.9,31.9,845,108,46,31
Lepistoseus_osseus,-91.1104,35.252,0,16.1,12.2,832.5,33.7,-1.9,35.6,1257,132,80,20
Lepistoseus_osseus,-98.8128,29.3238,0,20.7,13.1,645.6,35.7,4.3,31.4,689,94,34,35
Lepistoseus_osseus,-77.5827,35.4291,0,15.8,13,719.1,31.7,-0.6,32.3,1261,150,73,23
Lepistoseus_osseus,-89.3478,33.9736,0,16.6,13.4,746.4,33,-0.8,33.8,1421,152,75,21
Lepistoseus_osseus,-87.55,38.4903,0,9.7,10.9,991.4,29,-10.2,39.2,961,106,37,27
Lepistoseus_osseus,-87.5125,31.5468,0,18.1,13.9,664.8,33.2,1.5,31.7,1514,173,72,20
Lepistoseus_osseus,-94.5863,36.6306,0,14.2,13.3,851,32.7,-5.2,37.9,1105,128,47,27
Lepistoseus_osseus,-90.2668,34.2501,0.30103,16.5,12.3,789,33.3,-0.6,33.9,1372,141,76,20
Lepistoseus_osseus,-97.6948,33.2321,0.30103,17.9,14,807.1,36.3,-1.2,37.5,841,125,39,35
Lepistoseus_osseus,-88.125,31.7571,0.30103,18.2,14.2,671.8,33.6,1.4,32.2,1505,172,78,20
Lepistoseus_osseus,-97.2892,32.7515,0.30103,18.6,12.3,796.1,35.6,0.5,35.1,840,119,45,31
Lepistoseus_osseus,-91.5168,34.2001,0.30103,16.9,11.9,792.9,33.6,-0.4,34,1281,135,75,18
Lepistoseus_osseus,-96.5197,32.1988,0.30103,18.7,12.8,761.8,35.7,1.1,34.6,950,129,48,27
Lepistoseus_osseus,-84.5669,39.3795,0.30103,11.5,12,906.3,30.2,-7.2,37.4,1030,113,64,17
Lepistoseus_osseus,-87.1217,38.8762,0.477121,12.2,12.1,921.9,31,-6.8,37.8,1102,125,64,20
Lepistoseus_osseus,-98.0892,29.9947,0.477121,19.5,12.7,681.1,35,2.7,32.3,858,114,47,32
Lepistoseus_osseus,-96.7364,32.7071,0.778151,18.7,12.3,788.7,35.6,0.7,34.9,921,130,49,30
Lepistoseus_osseus,-95.6558,31.3391,0.778151,19,13.1,714.6,35.4,1.7,33.7,1052,114,58,17
Lepistoseus_osseus,-80.3915,33.0279,1.041393,18.1,12.6,663.9,32.8,1.9,30.9,1278,159,63,28
Lepistoseus_osseus,-96.4628,32.4265,1.255273,18.5,12.9,776.4,35.7,0.4,35.3,943,128,46,28
Moxostoma_duquesnei,-86.6028,33.6307,0,16.1,13,739.4,32.2,-0.8,33,1426,164,77,19
Moxostoma_duquesnei,-86.7922,38.6673,0,12.3,12.6,891.1,30.8,-6.4,37.2,1143,125,72,18
Moxostoma_duquesnei,-84.8016,41.3856,0,9.2,11.7,959.3,28.8,-9.8,38.6,882,94,43,22
Moxostoma_duquesnei,-86.7,34.6973,0,15.4,12.9,776,32,-2,34,1413,164,83,18
Moxostoma_duquesnei,-82.7877,36.322,0,13.5,13.5,778.9,30.6,-3.8,34.4,1105,118,64,14
Moxostoma_duquesnei,-84.558,35.9831,0,13.4,13.2,786.4,30.4,-4.2,34.6,1392,147,84,15
Moxostoma_duquesnei,-82.3235,36.7379,0,12.3,12.9,768.9,29,-4.7,33.7,1131,119,73,12
Moxostoma_duquesnei,-86.188,35.2879,0,14.4,13.1,772.4,31.2,-2.9,34.1,1453,162,88,17
Moxostoma_duquesnei,-82.5043,35.4221,0,12.9,13.5,717,29.1,-4,33.1,1249,125,92,11
Moxostoma_duquesnei,-87.2247,35.0329,0,14.9,13.3,776.6,31.9,-2.7,34.6,1415,161,87,18
Moxostoma_duquesnei,-86.2736,35.0915,0,14.5,13.1,771.9,31.3,-2.8,34.1,1448,164,88,18
Moxostoma_duquesnei,-87.6034,35.7709,0,14.3,14.7,799.1,32.1,-4.4,36.5,1367,144,81,17
Moxostoma_duquesnei,-86.8064,33.3134,0,16.8,13.2,725.7,32.9,-0.2,33.1,1430,162,76,18
Moxostoma_duquesnei,-82.6077,36.5918,0,13.3,13.2,781,30.4,-3.8,34.2,1111,116,66,13
Moxostoma_duquesnei,-87.7234,36.2092,0,14,13.7,823.9,31.7,-4.7,36.4,1354,143,80,15
Moxostoma_duquesnei,-79.7725,40.5645,0,9.7,12.5,879.7,28.5,-8.6,37.1,1013,105,61,16
Moxostoma_duquesnei,-86.9811,39.5517,0,11.3,11.9,934.2,30.2,-7.8,38,1070,121,60,21
Moxostoma_duquesnei,-84.1538,39.9262,0,11.1,11,935.4,29.7,-7.2,36.9,953,101,57,19
Moxostoma_duquesnei,-83.1754,36.1262,0,13.4,13.7,774.7,30.7,-3.9,34.6,1151,119,64,15
Moxostoma_duquesnei,-79.2364,40.719,0,8.9,12.2,882.7,27.4,-9.4,36.8,1112,116,69,16
Moxostoma_duquesnei,-82.6504,36.2059,0,13.2,13.5,766.3,30.2,-4.1,34.3,1104,121,66,15
Moxostoma_duquesnei,-83.1743,35.9607,0,13.6,13.7,767.1,30.8,-3.6,34.4,1150,120,64,15
Moxostoma_duquesnei,-94.9225,35.9223,0,15.4,13.1,840.2,33.6,-3.6,37.2,1129,140,52,26
Moxostoma_duquesnei,-92.7446,35.9834,0,14.6,14.7,822.5,33.3,-5.1,38.4,1122,132,57,20
Moxostoma_duquesnei,-86.6231,35.2229,0,14.7,13.4,782.9,31.8,-2.9,34.7,1396,158,85,17
Moxostoma_duquesnei,-89.0751,40.7681,0.30103,10.4,11.8,1008.7,30.1,-10,40.1,930,102,39,27
Moxostoma_duquesnei,-82.6957,35.7348,0.30103,12.5,13.6,729.9,29.1,-4.4,33.5,1092,111,71,14
Moxostoma_duquesnei,-87.665,35.404,0.30103,14.3,14.2,780.9,31.7,-3.7,35.4,1431,153,84,17
Moxostoma_duquesnei,-86.4005,39.4975,0.30103,11.3,11.8,919.7,29.9,-7.5,37.4,1040,114,63,19
Moxostoma_duquesnei,-85.6739,38.8042,0.30103,14.1,13.1,776.2,31.1,-3.3,34.4,1406,150,84,15
Moxostoma_duquesnei,-83.0529,36.124,0.30103,13.5,13.6,774.5,30.7,-3.8,34.5,1124,119,64,15
Moxostoma_duquesnei,-83.0102,36.757,0.30103,12.6,13.3,789.1,29.9,-4.6,34.5,1207,121,70,13
Moxostoma_duquesnei,-87.7734,35.4304,0.30103,14.2,14.2,785.7,31.7,-3.8,35.5,1435,152,83,18
Moxostoma_duquesnei,-83.6302,36.5417,0.30103,12.9,13.5,789,30.3,-4.5,34.8,1288,128,77,13
Moxostoma_duquesnei,-83.6055,36.5884,0.30103,12.9,13.6,791.8,30.4,-4.5,34.9,1278,127,77,13
Moxostoma_duquesnei,-87.425,35.572,0.30103,14.2,14.4,789.8,31.8,-4.2,36,1393,149,85,17
Moxostoma_duquesnei,-84.0513,39.059,0.30103,11.3,11.7,889.7,29.4,-7.1,36.5,1091,118,70,17
Moxostoma_duquesnei,-84.298,39.9092,0.30103,11.6,12.2,897.2,30.2,-7.1,37.3,1066,114,67,16
Moxostoma_duquesnei,-87.5361,35.1267,0.30103,14.8,13.7,772.3,31.9,-2.8,34.7,1411,158,83,18
Moxostoma_duquesnei,-85.6955,39.2923,0.30103,11.5,11.9,908,30,-7.2,37.2,1057,119,66,18
Moxostoma_duquesnei,-92.9252,37.6834,0.30103,13.3,13,900.8,32.3,-6.6,38.9,1065,124,43,25
Moxostoma_duquesnei,-81.5248,37.9668,0.30103,11.7,12.9,808,28.9,-6,34.9,1176,132,80,14
Moxostoma_duquesnei,-82.5657,36.674,0.30103,12.8,12.9,779.4,29.7,-4.3,34,1126,118,69,13
Moxostoma_duquesnei,-91.014,36.9917,0.477121,13.1,15.2,885.1,32.9,-7.8,40.7,1162,119,66,17
Moxostoma_duquesnei,-82.6126,35.7943,0.477121,12.6,13.7,735.3,29.3,-4.4,33.7,1091,111,72,14
Moxostoma_duquesnei,-82.5785,35.6093,0.477121,12.9,13.5,730.7,29.5,-4.1,33.6,1118,112,79,12
Moxostoma_duquesnei,-82.6029,36.2137,0.477121,13.2,13.6,765,30.1,-4.1,34.2,1111,121,67,15
Moxostoma_duquesnei,-87.7439,34.684,0.477121,15.6,13.5,771.8,32.6,-1.8,34.4,1391,159,79,19
Moxostoma_duquesnei,-84.2661,40.9487,0.477121,9.7,11.5,963,29.2,-9.4,38.6,880,93,46,21
Moxostoma_duquesnei,-84.0761,42.1681,0.477121,8.5,11,953,27.9,-9.7,37.6,837,91,43,21
Moxostoma_duquesnei,-86.7594,33.3448,0.60206,16.8,13.2,727.5,32.8,-0.2,33,1424,161,76,18
Moxostoma_duquesnei,-84.5669,39.3795,0.60206,11.5,12,906.3,30.2,-7.2,37.4,1030,113,64,17
Moxostoma_duquesnei,-81.801,36.6673,0.60206,12.1,13.6,756.9,29,-5.1,34.1,1144,117,83,12
Moxostoma_duquesnei,-83.8527,35.764,0.60206,14.3,12.9,770.9,30.9,-2.9,33.8,1281,134,74,15
Moxostoma_duquesnei,-83.1552,36.1984,0.69897,13.6,13.7,782.8,30.9,-3.7,34.6,1140,118,64,15
Moxostoma_duquesnei,-83.136,36.1518,0.69897,13.7,13.7,780.4,31,-3.7,34.7,1135,118,64,15
Moxostoma_duquesnei,-83.0266,42.6145,0.69897,9.3,10.1,961.7,28.7,-8.5,37.2,790,84,41,21
Moxostoma_duquesnei,-81.8129,36.6415,0.69897,11.9,13.4,753.4,28.7,-5.2,33.9,1161,118,84,12
Moxostoma_duquesnei,-83.7127,41.5001,0.69897,9.7,11.1,963.2,29.2,-8.9,38.1,843,92,44,21
Moxostoma_duquesnei,-93.6224,36.4278,0.69897,14,13.5,840.8,32.5,-5.1,37.6,1110,128,50,22
Moxostoma_duquesnei,-85.8794,39.7278,0.69897,10.9,11.5,942.6,29.7,-8.1,37.8,1033,116,60,20
Moxostoma_duquesnei,-82.8363,35.8798,0.778151,13.2,13.5,751.8,30.1,-3.9,34,1101,120,67,16
Moxostoma_duquesnei,-81.7462,36.8968,0.778151,12,13.7,766.1,29,-5.3,34.3,1106,115,80,12
Moxostoma_duquesnei,-81.9223,36.8196,0.778151,12.1,13.4,766.5,29,-5.1,34.1,1128,117,80,12
Moxostoma_duquesnei,-86.5958,35.5851,0.778151,14.6,13.3,791.3,31.9,-2.8,34.7,1353,149,83,16
Moxostoma_duquesnei,-86.4636,34.9609,0.778151,14.8,13.2,774.5,31.7,-2.7,34.4,1423,163,86,18
Moxostoma_duquesnei,-82.5448,35.5684,0.845098,12.7,13.4,723,29.1,-4.2,33.3,1150,115,82,12
Moxostoma_duquesnei,-82.4574,36.1765,0.845098,12.8,13.6,751.8,29.4,-4.5,33.9,1144,124,71,14
Moxostoma_duquesnei,-82.8471,36.472,0.845098,13.4,13.5,783.5,30.7,-3.8,34.5,1122,116,64,14
Moxostoma_duquesnei,-86.838,33.1048,0.90309,16.9,13.5,713.4,32.8,-0.1,32.9,1457,167,75,20
Moxostoma_duquesnei,-82.5498,35.4532,0.90309,12.9,13.5,719.6,29.2,-3.9,33.1,1209,121,89,11
Moxostoma_duquesnei,-86.4467,34.7493,0.954243,15.3,13.2,769.4,32,-2.1,34.1,1410,163,82,18
Moxostoma_duquesnei,-82.6607,35.7862,0.954243,12.8,13.7,736.3,29.5,-4.2,33.7,1081,111,70,14
Moxostoma_duquesnei,-85.17,39.5498,0.954243,10.7,12.3,903.3,29.7,-8,37.7,1046,118,63,19
Moxostoma_duquesnei,-80.9484,41.7553,0.954243,9,10.5,904.5,27.3,-8.8,36.1,1007,100,52,18
Moxostoma_duquesnei,-81.6221,36.8073,0.954243,11.8,13.7,758.4,28.7,-5.4,34.1,1116,115,80,12
Moxostoma_duquesnei,-81.7976,37.0379,1,11.4,13.3,767.6,28.3,-5.8,34.1,1121,117,80,12
Moxostoma_duquesnei,-79.9559,41.4376,1.113943,8.8,12.2,887.9,27.8,-9.3,37.1,1081,114,60,18
Moxostoma_duquesnei,-83.9296,35.8176,1.278754,14.5,12.6,782.6,31.2,-2.7,33.9,1270,134,73,15
Moxostoma_duquesnei,-84.7763,35.8101,1.322219,13.4,13.3,779.8,30.4,-4.2,34.6,1434,153,87,15
Moxostoma_erythrurum,-87.8234,41.0089,0,9.7,11.6,1004.5,29.3,-10.7,40,951,104,38,28
Moxostoma_erythrurum,-96.2739,47.8875,0,4.2,12.5,1272.1,27.8,-21.5,49.3,544,93,11,62
Moxostoma_erythrurum,-86.7922,38.6673,0,12.3,12.6,891.1,30.8,-6.4,37.2,1143,125,72,18
Moxostoma_erythrurum,-86.1361,35.422,0,14.2,12.9,778.2,31,-3.1,34.1,1457,160,89,16
Moxostoma_erythrurum,-82.5785,35.6093,0,12.9,13.5,730.7,29.5,-4.1,33.6,1118,112,79,12
Moxostoma_erythrurum,-82.6029,36.2137,0,13.2,13.6,765,30.1,-4.1,34.2,1111,121,67,15
Moxostoma_erythrurum,-87.5297,34.5593,0,15.5,13.4,772.6,32.3,-2,34.3,1418,161,82,19
Moxostoma_erythrurum,-84.558,35.9831,0,13.4,13.2,786.4,30.4,-4.2,34.6,1392,147,84,15
Moxostoma_erythrurum,-87.7439,34.684,0,15.6,13.5,771.8,32.6,-1.8,34.4,1391,159,79,19
Moxostoma_erythrurum,-84.793,36.0584,0,12.7,12.5,773.9,29.2,-4.6,33.8,1440,150,87,14
Moxostoma_erythrurum,-95.9464,47.3252,0,4.1,12.4,1243.6,27.2,-21.4,48.6,601,102,14,56
